id,item_group_id,sku,gtin,mpn,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,gender,age_group,color,size
69acd86e10ea4812142ee3b2,69acd86e10ea4812142ee3b2,BAF-CON-42.5-6DED,GTIN-69acd86e10ea4812142ee3b2,MPN-69acd86e10ea4812142ee3b2,"Chuck Taylor | Black | Converse","100% authentic original product — not replica, fake or first copy.",out of stock,used,3099.00 PKR,https://kicks-kraze.com/product?product_id=69acd86e10ea4812142ee3b2,https://kickskraze.b-cdn.net/kickskraze/Ky6ZaWZrf6.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,42.5
69acd78710ea4812142eb8a7,69acd78710ea4812142eb8a7,BAF-VAN-43-3891,GTIN-69acd78710ea4812142eb8a7,MPN-69acd78710ea4812142eb8a7,"Vans | Black | Old Skool","100% authentic original product — not replica, fake or first copy.",in stock,used,3399.00 PKR,https://kicks-kraze.com/product?product_id=69acd78710ea4812142eb8a7,https://kickskraze.b-cdn.net/kickskraze/MLxxFM6hNU.webp,Vans,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,43
69acd6fe10ea4812142e8db8,69acd6fe10ea4812142e8db8,BAF-CON-40-39F6,GTIN-69acd6fe10ea4812142e8db8,MPN-69acd6fe10ea4812142e8db8,"Chuck Taylor | Violet & White | Converse","100% authentic original product — not replica, fake or first copy.",in stock,used,2799.00 PKR,https://kicks-kraze.com/product?product_id=69acd6fe10ea4812142e8db8,https://kickskraze.b-cdn.net/kickskraze/et8-GRIjkI.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,40
69acd61610ea4812142e62ce,69acd61610ea4812142e62ce,BAF-VAN-39-FAB0,GTIN-69acd61610ea4812142e62ce,MPN-69acd61610ea4812142e62ce,"Vans | Gray & White | Old Skool","100% authentic original product — not replica, fake or first copy.",out of stock,used,2899.00 PKR,https://kicks-kraze.com/product?product_id=69acd61610ea4812142e62ce,https://kickskraze.b-cdn.net/kickskraze/XZX6J2Z2C0.webp,Vans,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,39
69acd5a310ea4812142e37e2,69acd5a310ea4812142e37e2,BAF-CON-44-25DD,GTIN-69acd5a310ea4812142e37e2,MPN-69acd5a310ea4812142e37e2,"Chuck Taylor | Black | Converse","100% authentic original product — not replica, fake or first copy.",in stock,used,2999.00 PKR,https://kicks-kraze.com/product?product_id=69acd5a310ea4812142e37e2,https://kickskraze.b-cdn.net/kickskraze/DvMgcWC8UD.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,44
69acd54b10ea4812142e0cfe,69acd54b10ea4812142e0cfe,BAF-CON-42.5-A39F,GTIN-69acd54b10ea4812142e0cfe,MPN-69acd54b10ea4812142e0cfe,"Converse | Black | All Star","100% authentic original product — not replica, fake or first copy.",in stock,used,3499.00 PKR,https://kicks-kraze.com/product?product_id=69acd54b10ea4812142e0cfe,https://kickskraze.b-cdn.net/kickskraze/c1tgUk6oeE.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,42.5
69acd4e310ea4812142de20c,69acd4e310ea4812142de20c,BAF-VAN-39-C6D7,GTIN-69acd4e310ea4812142de20c,MPN-69acd4e310ea4812142de20c,"Vans | Black & White | Old Skool","100% authentic original product — not replica, fake or first copy.",in stock,used,3199.00 PKR,https://kicks-kraze.com/product?product_id=69acd4e310ea4812142de20c,https://kickskraze.b-cdn.net/kickskraze/Dhzzh0D8mU.webp,Vans,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,39
69acd48710ea4812142db720,69acd48710ea4812142db720,BAF-CON-36.5-00BE,GTIN-69acd48710ea4812142db720,MPN-69acd48710ea4812142db720,"Chuck Taylor | Black | Converse","100% authentic original product — not replica, fake or first copy.",in stock,used,3199.00 PKR,https://kicks-kraze.com/product?product_id=69acd48710ea4812142db720,https://kickskraze.b-cdn.net/kickskraze/TEpvJPSga_.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,36.5
69acb5be10ea4812142d3036,69acb5be10ea4812142d3036,BAF-CON-36-4795,GTIN-69acb5be10ea4812142d3036,MPN-69acb5be10ea4812142d3036,Chuck Taylor Converse All Star Hi top padded,"100% authentic original product — not replica, fake or first copy.",in stock,used,3000.00 PKR,https://kicks-kraze.com/product?product_id=69acb5be10ea4812142d3036,https://kickskraze.b-cdn.net/kickskraze/9yzvj8t5Xa.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,1,unisex,all ages,,36
69acb53010ea4812142d0550,69acb53010ea4812142d0550,BAF-CON-39-5F83,GTIN-69acb53010ea4812142d0550,MPN-69acb53010ea4812142d0550,Chuck Taylor Converse All Star High top Black & White,"100% authentic original product — not replica, fake or first copy.",out of stock,used,2800.00 PKR,https://kicks-kraze.com/product?product_id=69acb53010ea4812142d0550,https://kickskraze.b-cdn.net/kickskraze/8YXGjiEAAJ.webp,Converse,Apparel & Accessories > Shoes,clothing & accessories > shoes & footwear,0,unisex,all ages,,39
